ts,bx,by,bz
1717632014460,-117.3,66.2,76.2
1717632014480,-114.9,64.1,73.4
1717632014500,-110.1,60.5,71.5
1717632014520,-106.9,59.8,67.4
1717632014540,-104.3,59.6,66.3
1717632014560,-100.7,57.9,64.0
1717632014580,-96.6,55.4,62.3
1717632014600,-92.5,53.2,59.6
1717632014620,-87.7,50.1,55.9
1717632014640,-84.6,47.5,55.2
1717632014660,-80.5,47.4,52.9
1717632014680,-77.6,44.9,51.5
1717632014700,-74.8,43.3,47.7
1717632014720,-70.7,40.4,44.7
1717632014740,-67.0,38.4,43.0
1717632014760,-63.0,36.4,41.6
1717632014780,-60.2,34.9,38.4
1717632014800,-55.8,33.1,35.8
1717632014820,-52.4,30.5,31.8
1717632014840,-48.6,28.8,30.8
1717632014860,-43.7,25.0,27.6
1717632014880,-39.9,23.2,24.6
1717632014900,-35.6,23.4,21.7
1717632014920,-31.9,20.4,18.2
1717632014940,-29.7,16.9,16.5
1717632014960,-24.7,13.9,14.0
1717632014980,-20.7,10.7,12.4
1717632015000,-18.6,8.7,8.4
1717632015020,-13.1,4.6,7.0
1717632015040,-10.3,2.5,4.7
1717632015060,-6.9,0.9,1.7
1717632015080,-0.5,-3.1,-0.9
1717632015100,5.3,-5.2,-2.8
1717632015120,9.3,-8.9,-5.7
1717632015140,13.5,-10.6,-8.1
1717632015160,17.2,-11.2,-8.8
1717632015180,22.6,-11.8,-11.7
1717632015200,26.8,-14.1,-13.8
1717632015220,29.8,-17.1,-16.1
1717632015240,33.2,-17.7,-18.8
1717632015260,36.0,-18.0,-20.6
1717632015280,38.8,-21.4,-23.8
1717632015300,41.5,-23.6,-27.7
1717632015320,47.2,-25.1,-29.8
1717632015340,53.1,-28.3,-32.1
1717632015360,57.3,-28.3,-36.2
1717632015380,59.5,-29.5,-37.0
1717632015400,63.1,-32.7,-38.3
1717632015420,64.8,-34.2,-40.9
1717632015440,68.5,-37.3,-44.4
1717632015460,71.8,-40.8,-47.0
1717632015480,77.2,-41.5,-48.1
1717632015500,80.9,-42.6,-52.6
1717632015520,82.6,-46.9,-53.2
1717632015540,87.2,-49.6,-55.1
1717632015560,91.3,-52.0,-56.4
1717632015580,95.6,-55.0,-58.6
1717632015600,98.6,-55.4,-65.0
1717632015620,102.3,-58.8,-67.8
1717632015640,105.6,-60.6,-71.3
1717632015660,108.7,-61.2,-73.7
1717632015680,111.4,-61.3,-75.9
1717632015700,111.8,-63.8,-78.7
1717632015720,116.4,-66.8,-79.8
1717632015740,119.9,-68.1,-82.7
1717632015760,122.5,-70.0,-84.9
1717632015780,126.2,-73.5,-85.7
1717632015800,129.5,-76.0,-89.7
1717632015820,130.0,-78.1,-91.6
1717632015840,133.6,-81.7,-96.1
1717632015860,136.0,-83.3,-97.3
1717632015880,138.9,-83.1,-99.2
1717632015900,140.6,-84.1,-101.5
1717632015920,142.2,-85.2,-102.5
1717632015940,144.6,-85.2,-105.1
1717632015960,146.0,-86.1,-105.7
1717632015980,146.1,-86.6,-106.1
1717632016000,149.4,-88.2,-106.9
1717632016020,152.0,-89.4,-108.3
1717632016040,153.8,-94.3,-110.3
1717632016060,155.0,-95.7,-110.5
1717632016080,156.4,-97.5,-114.2
1717632016100,158.2,-99.2,-117.9
1717632016120,159.0,-100.1,-119.9
1717632016140,161.7,-101.6,-123.1
1717632016160,164.1,-102.0,-124.7
1717632016180,163.7,-102.4,-126.6
1717632016200,165.2,-105.0,-129.8
1717632016220,166.3,-106.3,-132.6
1717632016240,166.3,-106.7,-135.0
1717632016260,167.3,-107.6,-134.2
1717632016280,167.2,-108.0,-135.7
1717632016300,168.2,-109.3,-137.3
1717632016320,169.3,-110.7,-140.0
1717632016340,170.0,-111.0,-143.7
1717632016360,166.7,-111.0,-145.5
1717632016380,167.3,-111.4,-150.0
1717632016400,165.7,-112.9,-149.9
1717632016420,165.2,-113.5,-151.1
1717632016440,165.7,-113.4,-153.2
1717632016460,166.2,-113.1,-153.1
1717632016480,166.5,-114.6,-152.6
1717632016500,164.5,-113.6,-153.8
1717632016520,163.6,-114.8,-156.4
1717632016540,166.4,-116.1,-156.9
1717632016560,164.9,-115.5,-157.7
1717632016580,162.8,-115.0,-160.1
1717632016600,161.9,-117.5,-162.7
1717632016620,161.0,-118.1,-165.6
1717632016640,158.6,-117.8,-165.4
1717632016660,157.0,-119.4,-168.8
1717632016680,156.4,-118.7,-170.7
1717632016700,153.8,-118.5,-173.5
1717632016720,151.6,-118.1,-175.5
1717632016740,150.3,-117.1,-175.9
1717632016760,149.5,-115.0,-178.4
1717632016780,147.8,-115.4,-177.5
1717632016800,146.3,-116.0,-178.6
1717632016820,144.8,-115.6,-178.6
1717632016840,143.6,-115.8,-179.5
1717632016860,142.8,-114.9,-180.1
1717632016880,141.0,-115.6,-180.6
1717632016900,137.9,-116.4,-178.5
1717632016920,135.0,-116.9,-178.9
1717632016940,134.3,-118.2,-178.9
1717632016960,132.3,-117.7,-181.0
1717632016980,130.4,-117.3,-181.9
1717632017000,126.6,-116.3,-183.5
1717632017020,123.5,-115.3,-182.2
1717632017040,120.9,-113.7,-183.9
1717632017060,118.4,-112.8,-186.4
1717632017080,115.0,-114.0,-185.7
1717632017100,113.6,-113.3,-188.1
1717632017120,111.7,-113.5,-191.0
1717632017140,108.8,-112.8,-191.8
1717632017160,106.9,-112.5,-191.8
1717632017180,102.5,-110.8,-193.7
1717632017200,99.7,-109.7,-195.1
1717632017220,95.8,-108.8,-194.6
1717632017240,93.0,-106.9,-192.8
1717632017260,88.5,-107.2,-193.1
1717632017280,84.3,-105.8,-194.1
1717632017300,80.3,-105.8,-193.9
1717632017320,78.2,-102.5,-196.2
1717632017340,75.2,-101.7,-195.4
1717632017360,71.5,-101.0,-194.2
1717632017380,68.5,-101.7,-194.5
1717632017400,66.2,-99.6,-195.0
1717632017420,63.1,-97.9,-195.8
1717632017440,59.2,-95.3,-192.6
1717632017460,55.5,-92.8,-195.4
1717632017480,52.4,-91.9,-198.1
1717632017500,49.3,-89.9,-198.2
1717632017520,46.2,-88.2,-199.0
1717632017540,42.1,-87.2,-197.7
1717632017560,37.6,-86.0,-197.4
1717632017580,34.2,-84.8,-198.4
1717632017600,30.5,-82.1,-197.3
1717632017620,26.3,-79.5,-197.4
1717632017640,25.2,-78.8,-198.0
1717632017660,22.6,-77.8,-198.0
1717632017680,19.5,-77.7,-200.4
1717632017700,14.6,-77.5,-200.0
1717632017720,11.2,-73.9,-198.8
1717632017740,8.5,-71.7,-198.0
1717632017760,4.0,-71.7,-199.7
1717632017780,1.3,-68.2,-198.6
1717632017800,-2.0,-66.7,-198.8
1717632017820,-5.6,-62.9,-198.4
1717632017840,-9.4,-61.9,-197.5
1717632017860,-13.2,-59.3,-196.1
1717632017880,-18.1,-56.7,-195.2
1717632017900,-19.7,-54.0,-195.0
1717632017920,-23.9,-51.4,-194.4
1717632017940,-27.5,-50.4,-193.2
1717632017960,-31.6,-47.7,-192.5
1717632017980,-34.2,-46.7,-191.5
1717632018000,-37.0,-45.5,-192.9
1717632018020,-38.7,-42.4,-192.2
1717632018040,-42.3,-39.7,-190.3
1717632018060,-44.7,-36.9,-189.9
1717632018080,-47.1,-35.4,-191.0
1717632018100,-50.1,-32.1,-188.8
1717632018120,-53.2,-32.2,-189.8
1717632018140,-55.5,-29.5,-189.1
1717632018160,-57.3,-27.8,-189.6
1717632018180,-60.8,-25.9,-189.0
1717632018200,-64.1,-22.0,-190.0
1717632018220,-64.3,-21.5,-187.3
1717632018240,-67.4,-18.3,-186.4
1717632018260,-69.8,-15.4,-184.6
1717632018280,-73.1,-11.8,-182.9
1717632018300,-75.8,-10.2,-182.5
1717632018320,-79.4,-8.0,-180.5
1717632018340,-80.2,-4.7,-179.9
1717632018360,-80.4,-4.7,-179.8
1717632018380,-82.9,-3.3,-177.0
1717632018400,-83.8,-1.8,-176.2
1717632018420,-85.7,-0.3,-174.0
1717632018440,-87.0,1.4,-174.2
1717632018460,-89.9,4.6,-173.1
1717632018480,-92.2,7.9,-171.4
1717632018500,-93.3,10.2,-171.0
1717632018520,-94.6,11.6,-169.5
1717632018540,-96.4,15.4,-166.8
1717632018560,-96.9,17.4,-166.3
1717632018580,-97.4,17.9,-165.3
1717632018600,-96.9,19.4,-164.0
1717632018620,-97.9,22.8,-162.5
1717632018640,-101.6,26.8,-160.2
1717632018660,-103.8,30.4,-159.0
1717632018680,-103.6,30.9,-157.6
1717632018700,-104.3,33.1,-155.2
1717632018720,-103.7,35.0,-153.5
1717632018740,-104.0,37.9,-150.7
1717632018760,-103.0,40.0,-150.9
1717632018780,-104.7,42.2,-149.6
1717632018800,-105.6,45.0,-146.5
1717632018820,-105.0,45.6,-143.4
1717632018840,-105.3,49.7,-142.9
1717632018860,-102.5,51.1,-142.8
1717632018880,-102.4,52.9,-140.1
1717632018900,-100.5,55.7,-138.6
1717632018920,-100.5,57.9,-135.4
1717632018940,-100.1,59.3,-132.4
1717632018960,-98.9,60.6,-132.5
1717632018980,-96.7,62.7,-130.2
1717632019000,-95.5,64.8,-126.4
1717632019020,-96.2,65.4,-124.6
1717632019040,-94.5,66.0,-122.3
1717632019060,-96.8,69.4,-119.3
1717632019080,-96.7,69.9,-116.2
1717632019100,-94.7,70.9,-111.6
1717632019120,-93.9,73.3,-111.2
1717632019140,-91.1,75.4,-109.8
1717632019160,-88.5,77.6,-107.3
1717632019180,-88.1,78.4,-107.5
1717632019200,-85.9,79.3,-104.6
1717632019220,-82.9,80.6,-102.0
1717632019240,-81.6,83.9,-98.6
1717632019260,-81.1,84.8,-94.9
1717632019280,-77.8,85.0,-94.2
1717632019300,-74.7,86.1,-92.2
1717632019320,-74.3,88.3,-89.4
1717632019340,-71.0,90.5,-88.0
1717632019360,-68.4,92.5,-87.4
1717632019380,-66.6,94.3,-85.7
1717632019400,-64.9,95.9,-82.9
1717632019420,-61.9,98.2,-80.3
1717632019440,-60.3,100.4,-79.1
1717632019460,-56.0,102.3,-78.9
1717632019480,-51.6,104.1,-78.3
1717632019500,-50.3,103.5,-75.7
1717632019520,-47.8,104.9,-72.6
1717632019540,-44.0,105.6,-68.4
1717632019560,-40.9,104.4,-65.6
1717632019580,-37.3,106.6,-61.9
1717632019600,-35.0,108.7,-58.5
1717632019620,-32.7,108.9,-56.8
1717632019640,-29.3,111.0,-53.6
1717632019660,-23.9,111.3,-53.7
1717632019680,-21.1,113.0,-51.8
1717632019700,-17.7,112.3,-49.3
1717632019720,-14.1,115.1,-45.6
1717632019740,-11.3,116.1,-40.7
1717632019760,-5.8,114.4,-40.2
1717632019780,-3.9,115.8,-38.9
1717632019800,0.4,113.6,-35.6
1717632019820,3.9,114.2,-34.1
1717632019840,8.2,117.1,-31.3
1717632019860,13.5,116.9,-27.1
1717632019880,17.3,117.0,-25.7
1717632019900,20.8,115.8,-22.6
1717632019920,24.1,117.4,-21.8
1717632019940,26.3,117.1,-17.0
1717632019960,29.4,116.5,-13.8
1717632019980,33.2,117.4,-13.0
1717632020000,35.3,117.3,-11.3
1717632020020,38.4,119.5,-7.9
1717632020040,39.7,121.5,-3.6
1717632020060,43.0,122.1,-3.2
1717632020080,45.3,120.8,-1.0
1717632020100,50.7,120.8,0.8
1717632020120,55.0,119.5,3.7
1717632020140,60.0,120.3,7.7
1717632020160,62.7,119.6,9.5
1717632020180,66.7,118.6,13.9
1717632020200,70.4,118.6,16.9
1717632020220,74.3,118.1,19.5
1717632020240,77.6,117.7,22.5
1717632020260,81.2,116.7,25.6
1717632020280,86.0,115.5,28.8
1717632020300,87.7,114.7,30.6
1717632020320,89.5,114.0,32.9
1717632020340,93.2,112.6,34.6
1717632020360,97.5,114.3,36.7
1717632020380,101.7,113.6,38.7
1717632020400,105.9,114.7,38.5
1717632020420,109.3,113.7,38.0
1717632020440,112.5,113.5,41.1
1717632020460,115.1,112.6,43.5
1717632020480,118.5,111.9,47.2
1717632020500,121.3,109.7,50.8
1717632020520,125.7,108.0,53.4
1717632020540,128.6,106.4,54.8
1717632020560,133.6,105.5,59.4
1717632020580,136.9,105.1,62.0
1717632020600,140.4,104.8,65.0
1717632020620,143.1,104.5,69.3
1717632020640,145.9,103.0,69.2
1717632020660,148.2,101.6,71.9
1717632020680,149.5,100.2,72.9
1717632020700,151.7,98.3,76.0
1717632020720,154.8,94.7,78.7
1717632020740,157.7,94.3,80.2
1717632020760,163.2,92.4,82.2
1717632020780,164.5,91.9,85.9
1717632020800,166.3,91.5,89.1
1717632020820,170.0,89.3,91.9
1717632020840,171.9,87.7,94.3
1717632020860,174.2,88.0,97.0
1717632020880,176.5,88.2,98.4
1717632020900,177.2,86.2,101.8
1717632020920,179.2,84.6,101.3
1717632020940,181.9,82.8,102.4
1717632020960,182.6,80.1,102.8
1717632020980,183.0,78.4,105.2
1717632021000,182.7,76.9,105.8
1717632021020,183.8,76.6,106.8
1717632021040,186.6,75.0,108.5
1717632021060,187.6,73.4,112.2
1717632021080,187.5,69.9,114.8
1717632021100,187.3,68.9,115.9
1717632021120,189.0,64.8,117.6
1717632021140,191.3,64.9,117.2
1717632021160,192.3,64.0,121.4
1717632021180,193.4,63.0,123.2
1717632021200,192.7,61.6,125.8
1717632021220,195.2,58.7,127.8
1717632021240,196.9,55.0,129.3
1717632021260,194.2,54.1,130.7
1717632021280,193.8,53.3,134.1
1717632021300,194.4,49.1,134.7
1717632021320,193.1,47.2,138.1
1717632021340,193.1,46.4,142.7
1717632021360,194.4,45.3,141.8
1717632021380,191.9,40.8,144.2
1717632021400,190.4,37.0,146.2
1717632021420,188.5,37.0,149.9
1717632021440,189.3,33.9,152.2
1717632021460,189.1,31.7,153.3
1717632021480,189.2,28.2,153.7
1717632021500,189.8,26.1,155.1
1717632021520,188.0,23.5,158.6
1717632021540,186.9,20.8,157.7
1717632021560,187.6,18.1,160.0
1717632021580,186.6,16.7,163.0
1717632021600,185.2,14.5,163.7
1717632021620,183.2,13.2,164.8
1717632021640,180.5,10.9,164.1
1717632021660,180.2,10.7,162.1
1717632021680,177.6,7.9,163.8
1717632021700,176.4,5.1,166.5
1717632021720,174.6,2.7,169.5
1717632021740,171.4,1.3,174.5
1717632021760,169.1,-2.5,176.4
1717632021780,168.2,-4.6,178.1
1717632021800,166.1,-6.8,179.0
1717632021820,163.6,-9.1,177.7
1717632021840,161.0,-11.2,177.5
1717632021860,159.4,-13.7,179.6
1717632021880,157.8,-15.8,183.0
1717632021900,156.0,-18.6,184.6
1717632021920,154.4,-20.6,184.8
1717632021940,151.1,-23.9,188.9
1717632021960,148.6,-25.8,189.4
1717632021980,144.3,-27.7,189.9
1717632022000,142.5,-29.5,191.6
1717632022020,136.7,-31.1,191.6
1717632022040,134.8,-33.6,190.9
1717632022060,132.8,-34.9,190.7
1717632022080,129.4,-37.5,192.5
1717632022100,126.6,-38.9,194.4
1717632022120,122.5,-39.7,196.3
1717632022140,120.4,-41.3,195.4
1717632022160,116.5,-42.5,193.0
1717632022180,113.3,-45.4,193.5
1717632022200,108.7,-46.9,194.5
1717632022220,105.9,-49.3,195.7
1717632022240,103.6,-50.0,196.4
1717632022260,99.2,-52.7,195.9
1717632022280,94.1,-52.1,192.9
1717632022300,89.5,-53.6,195.2
1717632022320,85.8,-57.5,196.1
1717632022340,82.4,-59.2,193.5
1717632022360,79.5,-62.6,194.6
1717632022380,76.4,-65.4,194.6
1717632022400,75.0,-67.2,196.8
1717632022420,70.5,-68.5,198.0
1717632022440,64.7,-69.8,198.6
1717632022460,59.7,-70.3,200.1
1717632022480,56.1,-71.6,200.4
1717632022500,52.5,-75.3,200.8
1717632022520,47.3,-78.8,200.4
1717632022540,43.3,-81.6,200.1
1717632022560,39.3,-83.6,201.2
1717632022580,35.5,-85.6,200.4
1717632022600,31.2,-86.5,198.2
1717632022620,26.8,-87.7,198.3
1717632022640,24.6,-89.1,200.7
1717632022660,21.2,-89.4,200.3
1717632022680,17.2,-91.5,200.8
1717632022700,12.5,-93.7,199.4
1717632022720,7.2,-96.7,200.0
1717632022740,4.1,-96.8,198.1
1717632022760,-0.6,-98.0,196.6
1717632022780,-2.6,-100.0,197.7
1717632022800,-5.7,-101.3,197.8
1717632022820,-11.7,-101.1,198.8
1717632022840,-15.2,-101.7,199.8
1717632022860,-19.7,-102.9,199.4
1717632022880,-23.6,-104.5,197.5
1717632022900,-27.6,-105.2,198.8
1717632022920,-32.0,-106.4,197.3
1717632022940,-34.8,-106.5,195.0
1717632022960,-40.5,-107.5,194.6
1717632022980,-42.5,-110.3,194.7
1717632023000,-44.0,-111.2,195.4
1717632023020,-47.3,-112.4,194.7
1717632023040,-51.5,-111.8,192.9
1717632023060,-55.9,-113.6,193.4
1717632023080,-59.8,-114.4,192.1
1717632023100,-61.0,-114.7,190.1
1717632023120,-63.8,-116.1,187.3
1717632023140,-66.9,-115.6,185.0
1717632023160,-70.6,-117.9,185.8
1717632023180,-74.5,-115.2,185.4
1717632023200,-77.4,-116.0,183.7
1717632023220,-80.8,-118.0,184.3
1717632023240,-83.4,-117.9,183.0
1717632023260,-85.8,-118.0,181.8
1717632023280,-88.8,-118.2,178.9
1717632023300,-92.5,-118.9,176.9
1717632023320,-93.6,-118.1,176.3
1717632023340,-96.1,-117.6,177.2
1717632023360,-99.5,-118.6,177.0
1717632023380,-100.2,-118.1,176.1
1717632023400,-101.5,-118.3,174.9
1717632023420,-102.9,-119.0,172.8
1717632023440,-104.5,-119.7,170.8
1717632023460,-106.5,-120.3,167.2
1717632023480,-110.5,-121.0,164.8
1717632023500,-111.1,-121.3,163.5
1717632023520,-114.0,-121.2,162.9
1717632023540,-115.5,-122.5,160.8
1717632023560,-115.5,-121.1,161.0
1717632023580,-117.8,-122.1,159.0
1717632023600,-119.7,-121.6,159.1
1717632023620,-121.8,-121.1,158.0
1717632023640,-123.0,-119.4,157.3
1717632023660,-123.1,-118.9,157.9
1717632023680,-122.9,-117.3,155.7
1717632023700,-124.8,-117.0,155.8
1717632023720,-125.7,-115.9,153.7
1717632023740,-127.8,-116.3,152.6
1717632023760,-128.2,-115.4,150.5
1717632023780,-128.6,-114.3,147.5
1717632023800,-129.9,-112.4,147.1
1717632023820,-130.8,-111.5,143.6
1717632023840,-131.4,-108.8,141.1
1717632023860,-131.4,-110.1,137.8
1717632023880,-131.1,-109.8,136.9
1717632023900,-130.5,-108.0,136.2
1717632023920,-130.0,-107.9,133.3
1717632023940,-129.0,-106.6,131.2
1717632023960,-127.7,-106.5,128.7
1717632023980,-127.6,-104.0,127.9
1717632024000,-127.2,-102.8,128.1
1717632024020,-128.4,-101.8,126.2
1717632024040,-126.3,-100.1,123.8
1717632024060,-127.0,-98.0,120.3
1717632024080,-127.8,-96.2,118.4
1717632024100,-126.6,-96.5,116.2
1717632024120,-126.5,-95.8,113.0
1717632024140,-125.4,-92.8,111.6
1717632024160,-124.6,-91.1,111.0
1717632024180,-122.6,-89.1,109.6
1717632024200,-121.2,-86.5,107.4
1717632024220,-118.3,-85.0,102.2
1717632024240,-117.7,-83.9,100.2
1717632024260,-115.1,-81.5,98.5
1717632024280,-115.5,-81.0,97.2
1717632024300,-114.2,-81.3,94.0
1717632024320,-112.8,-79.8,91.6
1717632024340,-111.1,-79.0,88.8
1717632024360,-107.1,-77.3,86.7
1717632024380,-103.9,-76.7,83.3
1717632024400,-101.7,-72.5,81.8
1717632024420,-99.2,-72.2,81.5
1717632024440,-95.7,-69.4,78.7
1717632024460,-94.1,-65.3,77.5
1717632024480,-92.1,-63.2,74.1
1717632024500,-89.5,-59.8,71.8
1717632024520,-86.7,-58.1,69.0
1717632024540,-84.0,-56.7,67.5
1717632024560,-81.8,-55.3,65.1
1717632024580,-77.8,-52.8,62.1
1717632024600,-73.7,-51.6,58.5
1717632024620,-71.6,-49.7,55.6
1717632024640,-69.6,-47.1,51.9
1717632024660,-69.1,-45.9,50.1
1717632024680,-65.7,-44.8,49.1
1717632024700,-64.8,-43.0,48.4
1717632024720,-62.7,-40.0,45.4
1717632024740,-61.2,-38.8,42.0
1717632024760,-57.1,-35.0,38.7
1717632024780,-53.0,-34.7,37.2
1717632024800,-50.2,-30.8,36.7
1717632024820,-46.1,-28.9,34.5
1717632024840,-44.3,-25.2,31.4
1717632024860,-40.5,-23.2,30.5
1717632024880,-35.7,-20.2,25.8
1717632024900,-31.7,-17.2,21.3
1717632024920,-27.9,-15.2,17.2
1717632024940,-24.6,-12.1,14.3
1717632024960,-22.3,-12.0,12.0
1717632024980,-18.8,-11.0,11.3
1717632025000,-14.7,-8.2,10.3
1717632025020,-11.1,-6.8,7.4
1717632025040,-6.4,-3.0,4.1
1717632025060,-4.0,-0.4,3.5
1717632025080,-0.2,2.9,1.1
1717632025100,3.8,5.0,-1.4
1717632025120,7.1,7.2,-4.3
1717632025140,10.3,10.2,-5.7
1717632025160,14.9,11.7,-4.5
1717632025180,20.1,14.0,-8.8
1717632025200,24.9,15.4,-11.4
1717632025220,27.5,17.8,-13.4
1717632025240,31.7,20.5,-15.8
1717632025260,34.8,21.1,-20.8
1717632025280,33.5,22.8,-22.4
1717632025300,36.9,23.8,-24.9
1717632025320,40.7,26.0,-28.6
1717632025340,43.2,28.0,-30.5
1717632025360,45.9,30.5,-30.9
1717632025380,49.0,30.5,-35.8
1717632025400,52.3,33.0,-36.6
1717632025420,55.7,34.9,-39.7
1717632025440,59.3,36.7,-40.8
1717632025460,62.5,39.3,-45.3
1717632025480,65.3,42.6,-48.9
1717632025500,69.2,46.2,-50.7
1717632025520,72.6,48.7,-54.3
1717632025540,76.3,52.2,-57.3
1717632025560,77.9,54.1,-59.7
1717632025580,79.7,56.2,-62.7
1717632025600,82.1,57.7,-65.6
1717632025620,84.8,62.6,-66.6
1717632025640,87.4,63.7,-68.4
1717632025660,89.6,64.9,-69.8
1717632025680,91.3,65.8,-71.6
1717632025700,94.4,66.7,-74.3
1717632025720,97.0,67.6,-73.9
1717632025740,96.0,70.9,-77.2
1717632025760,99.2,71.8,-80.0
1717632025780,103.5,72.3,-83.3
1717632025800,107.4,73.2,-85.4
1717632025820,109.6,76.1,-87.4
1717632025840,110.2,79.3,-88.5
1717632025860,112.2,79.9,-90.7
1717632025880,112.1,80.8,-94.4
1717632025900,114.5,83.3,-95.2
1717632025920,117.4,86.0,-98.8
1717632025940,117.7,87.0,-101.1
1717632025960,121.2,88.1,-104.1
1717632025980,123.2,90.1,-106.1
1717632026000,123.0,92.8,-110.8
1717632026020,123.4,92.8,-111.2
1717632026040,123.9,95.7,-114.3
1717632026060,125.0,97.6,-114.4
1717632026080,124.5,98.2,-118.5
1717632026100,125.9,99.4,-118.9
1717632026120,126.8,102.4,-122.6
1717632026140,127.6,102.8,-126.3
1717632026160,129.1,103.7,-128.0
1717632026180,129.8,105.2,-128.4
1717632026200,129.1,104.5,-131.1
1717632026220,128.7,105.8,-134.5
1717632026240,127.0,108.8,-135.9
1717632026260,128.2,106.4,-137.2
1717632026280,129.1,108.3,-137.2
1717632026300,129.0,111.7,-139.5
1717632026320,129.6,112.9,-141.8
1717632026340,129.4,112.1,-144.3
1717632026360,129.1,113.8,-146.2
1717632026380,129.0,113.9,-145.2
1717632026400,126.8,115.1,-146.0
1717632026420,125.0,116.3,-149.2
1717632026440,126.4,115.7,-149.2
1717632026460,125.7,116.4,-150.4
1717632026480,124.2,115.9,-150.2
1717632026500,122.9,115.9,-152.4
1717632026520,122.9,116.9,-153.6
1717632026540,123.6,118.6,-157.0
1717632026560,120.4,118.6,-160.0
1717632026580,118.2,116.8,-161.6
1717632026600,117.2,118.0,-164.6
1717632026620,117.4,118.6,-166.5
1717632026640,116.2,118.5,-167.6
1717632026660,114.1,119.0,-167.4
1717632026680,110.5,116.9,-169.7
1717632026700,109.3,117.3,-170.2
1717632026720,106.1,117.6,-170.7
1717632026740,104.0,116.4,-173.1
1717632026760,101.6,116.8,-173.6
1717632026780,97.6,116.3,-175.8
1717632026800,95.3,116.3,-176.0
1717632026820,93.1,116.5,-178.6
1717632026840,91.0,114.9,-179.0
1717632026860,88.2,114.8,-180.8
1717632026880,84.9,117.6,-182.1
1717632026900,82.3,117.6,-184.7
1717632026920,77.4,115.5,-185.8
1717632026940,76.6,114.1,-185.4
1717632026960,74.3,115.0,-186.5
1717632026980,72.1,116.6,-185.9
1717632027000,68.9,117.0,-185.9
1717632027020,66.1,116.1,-188.0
1717632027040,62.4,116.3,-188.6
1717632027060,57.9,115.6,-188.4
1717632027080,55.1,115.1,-188.2
1717632027100,51.9,115.9,-190.9
1717632027120,49.4,113.2,-191.0
1717632027140,46.1,112.4,-191.8
1717632027160,42.1,111.5,-191.3
1717632027180,37.2,110.7,-192.4
1717632027200,34.4,108.1,-192.1
1717632027220,31.3,105.8,-194.3
1717632027240,27.8,108.0,-192.4
1717632027260,25.2,107.3,-191.8
1717632027280,20.9,106.0,-193.7
1717632027300,18.0,104.6,-195.4
1717632027320,13.2,103.4,-195.4
1717632027340,10.4,101.7,-196.0
1717632027360,7.3,102.7,-198.7
1717632027380,3.6,100.4,-199.6
1717632027400,-0.3,98.9,-198.4
1717632027420,-3.3,97.1,-198.3
1717632027440,-6.9,96.1,-199.1
1717632027460,-10.6,95.9,-199.5
1717632027480,-15.2,93.1,-198.4
1717632027500,-18.8,90.6,-198.2
1717632027520,-22.3,89.1,-197.5
1717632027540,-26.6,89.0,-196.6
1717632027560,-30.9,86.9,-198.7
1717632027580,-34.8,84.9,-200.2
1717632027600,-38.3,82.9,-199.6
1717632027620,-42.2,83.0,-200.5
1717632027640,-47.0,81.3,-200.2
1717632027660,-50.9,78.8,-198.5
1717632027680,-53.6,77.7,-196.8
1717632027700,-57.9,74.9,-196.6
1717632027720,-62.9,73.2,-196.1
1717632027740,-67.7,70.4,-196.4
1717632027760,-72.3,68.9,-198.1
1717632027780,-73.5,67.0,-200.0
1717632027800,-76.3,66.3,-200.8
1717632027820,-79.9,62.1,-200.4
1717632027840,-83.9,60.2,-201.2
1717632027860,-88.1,58.9,-197.7
1717632027880,-91.5,57.0,-196.3
1717632027900,-97.1,57.2,-200.0
1717632027920,-100.4,54.7,-198.2
1717632027940,-103.3,53.0,-195.9
1717632027960,-106.8,50.0,-195.2
1717632027980,-110.4,48.8,-194.0
1717632028000,-113.5,48.0,-192.6
1717632028020,-115.7,45.7,-193.9
1717632028040,-119.9,44.1,-194.4
1717632028060,-126.0,40.2,-194.9
1717632028080,-129.1,38.0,-192.5
1717632028100,-132.6,35.2,-190.1
1717632028120,-134.8,33.6,-188.7
1717632028140,-138.3,31.5,-189.0
1717632028160,-142.9,27.4,-185.0
1717632028180,-144.4,26.0,-184.0
1717632028200,-145.8,23.6,-183.0
1717632028220,-148.2,21.9,-182.4
1717632028240,-151.4,23.0,-182.1
